order_id,customer_id,age,city,product_category,payment_method,order_value,discount,delivery_days,is_returned
35,1021,27,Mumbai,Clothing,Wallet,9576.68,0.26,4,0
36,1252,42,Hyderabad,Sports,NetBanking,8342.8,0.04,1,1
37,1747,35,Hyderabad,Sports,Card,18612.85,0.27,2,0
38,1856,36,Delhi,Beauty,NetBanking,7001.93,0.09,7,0
39,1560,53,Hyderabad,Beauty,NetBanking,19276.99,0.27,1,0
40,1474,27,Bangalore,Clothing,NetBanking,18223.38,0.24,1,0
41,1058,50,Bangalore,Electronics,UPI,12684.32,0.17,2,0
42,1510,22,Chennai,Sports,UPI,11680.47,0.2,4,1
43,1681,64,Delhi,Electronics,NetBanking,7527.77,0.1,7,0
44,1475,52,Chennai,Clothing,Wallet,563.1,0.17,4,0
45,1699,61,Bangalore,Clothing,Card,2726.94,0.09,5,0
46,1975,51,Chennai,Beauty,Wallet,15133.78,0.12,4,0
47,1782,50,Delhi,Sports,UPI,9536.49,0.23,4,0
48,1189,38,Delhi,Home,Card,3166.8,0.07,9,0
49,1957,34,Hyderabad,Clothing,NetBanking,5426.42,0.25,6,0
50,1686,39,Mumbai,Sports,Wallet,18967.17,0.11,3,0
51,1957,54,Hyderabad,Electronics,Wallet,7469.23,0.16,6,0
52,1562,32,Delhi,Beauty,NetBanking,18172.1,0.28,7,0
53,1875,52,Bangalore,Electronics,Wallet,6231.79,0.2,7,0
54,1566,45,Bangalore,Clothing,UPI,10955.76,0.19,8,0
55,1243,24,Hyderabad,Clothing,NetBanking,605.45,0.21,4,0
56,1831,49,Delhi,Electronics,Wallet,10533.13,0.28,1,0
57,1504,28,Bangalore,Clothing,NetBanking,12811.45,0.07,6,0
58,1130,27,Delhi,Sports,Card,4839.24,0.18,8,0
59,1484,26,Bangalore,Clothing,NetBanking,11662.96,0.12,5,0
60,1818,31,Delhi,Beauty,Wallet,13013.92,0.0,3,0
61,1646,30,Chennai,Sports,UPI,13800.34,0.04,4,0
62,1020,42,Delhi,Home,NetBanking,15572.79,0.1,8,0
63,1840,19,Delhi,Clothing,NetBanking,6364.52,0.17,6,0
64,1166,52,Hyderabad,Clothing,Wallet,11441.98,0.26,5,0
65,1273,24,Chennai,Beauty,UPI,19635.26,0.24,9,0
66,1387,38,Mumbai,Beauty,UPI,17983.25,0.17,3,0
67,1600,35,Hyderabad,Electronics,Card,19062.78,0.02,7,0
68,1315,20,Mumbai,Electronics,Card,7845.5,0.09,9,0
69,1013,59,Bangalore,Electronics,Wallet,15781.18,0.11,4,0
70,1241,56,Mumbai,Beauty,UPI,12473.98,0.19,3,0
71,1776,58,Delhi,Electronics,UPI,1838.15,0.02,1,0
72,1345,28,Mumbai,Electronics,Card,16514.81,0.16,9,1
73,1564,56,Hyderabad,Home,Card,13606.61,0.27,1,0
74,1897,41,Hyderabad,Electronics,Wallet,4138.56,0.21,2,0
75,1339,63,Mumbai,Clothing,UPI,1778.82,0.24,9,0
76,1091,36,Hyderabad,Beauty,NetBanking,16773.04,0.2,5,0
77,1366,21,Hyderabad,Sports,Card,1762.26,0.06,4,0
78,1955,43,Mumbai,Home,Wallet,2008.81,0.03,9,0
79,1454,55,Chennai,Beauty,UPI,8662.68,0.25,9,0
80,1427,59,Chennai,Beauty,UPI,2869.0,0.21,2,0
81,1508,49,Bangalore,Clothing,Card,18290.66,0.17,3,0
82,1775,56,Hyderabad,Electronics,Wallet,9511.62,0.06,3,0
83,1942,62,Mumbai,Clothing,NetBanking,11469.19,0.18,5,0
84,1034,63,Hyderabad,Electronics,Card,18576.5,0.01,3,0
85,1205,53,Delhi,Electronics,Wallet,10699.21,0.04,6,1
86,1080,57,Hyderabad,Beauty,UPI,7201.1,0.09,2,0
87,1931,54,Hyderabad,Electronics,NetBanking,15983.67,0.13,6,1
88,1561,50,Chennai,Home,Wallet,8968.43,0.04,6,0
89,1871,53,Mumbai,Home,NetBanking,6505.69,0.04,2,0
90,1387,20,Hyderabad,Home,Wallet,14519.94,0.22,6,0
91,1001,26,Chennai,Beauty,Wallet,16071.79,0.17,6,0
92,1389,25,Bangalore,Clothing,Wallet,15875.98,0.16,6,0
93,1565,50,Chennai,Sports,Wallet,19557.95,0.14,5,0
94,1105,23,Chennai,Electronics,NetBanking,15776.01,0.29,7,1
95,1771,58,Chennai,Sports,Card,15444.68,0.01,5,0
96,1821,56,Hyderabad,Clothing,NetBanking,17178.21,0.05,1,0
97,1476,21,Hyderabad,Clothing,Wallet,203.67,0.19,9,0
98,1702,30,Bangalore,Beauty,NetBanking,7376.14,0.04,3,0
99,1401,19,Delhi,Home,NetBanking,14804.54,0.18,2,0
100,1729,22,Delhi,Home,NetBanking,12074.44,0.17,6,0
101,1555,61,Delhi,Clothing,Wallet,3715.93,0.29,8,1
102,1161,44,Bangalore,Beauty,NetBanking,6213.92,0.27,2,0
103,1201,49,Delhi,Beauty,UPI,6868.49,0.28,4,0
104,1957,38,Delhi,Electronics,Wallet,11443.0,0.03,2,0
105,1995,25,Chennai,Home,NetBanking,16665.65,0.26,9,1
106,1269,55,Hyderabad,Clothing,UPI,18663.34,0.04,2,0
107,1862,25,Hyderabad,Sports,NetBanking,15051.83,0.19,2,1
108,1815,20,Chennai,Home,Card,16890.42,0.22,5,0
109,1270,61,Chennai,Electronics,NetBanking,9507.9,0.05,5,0
110,1455,20,Chennai,Beauty,NetBanking,7917.55,0.19,7,0
111,1461,39,Hyderabad,Clothing,Card,7975.63,0.02,1,0
112,1726,23,Delhi,Home,Wallet,12397.56,0.09,2,0
113,1251,19,Chennai,Sports,Card,2659.89,0.28,6,0
114,1701,40,Bangalore,Electronics,Wallet,11673.98,0.05,2,0
115,1295,61,Chennai,Electronics,Card,13369.63,0.02,4,0
116,1724,19,Mumbai,Home,NetBanking,8890.39,0.13,6,0
117,1719,55,Chennai,Sports,NetBanking,19072.71,0.26,7,1
118,1748,34,Hyderabad,Electronics,Wallet,12242.62,0.02,5,0
119,1337,52,Chennai,Clothing,Wallet,4555.99,0.11,8,0
120,1878,51,Mumbai,Electronics,UPI,9688.48,0.27,6,0
121,1052,40,Bangalore,Sports,UPI,13573.01,0.04,5,0
122,1791,47,Delhi,Beauty,NetBanking,6607.86,0.09,4,0
123,1921,25,Chennai,Beauty,NetBanking,1776.9,0.23,6,0
124,1216,39,Mumbai,Home,UPI,11752.03,0.16,6,0
125,1763,61,Mumbai,Sports,UPI,18967.83,0.25,6,0
126,1187,53,Bangalore,Electronics,Wallet,9804.43,0.03,1,0
127,1379,22,Hyderabad,Electronics,Card,18140.96,0.28,6,0
128,1492,30,Chennai,Beauty,Wallet,16733.47,0.28,1,0
129,1040,46,Mumbai,Beauty,UPI,3118.77,0.05,5,1
130,1156,48,Bangalore,Clothing,NetBanking,14221.76,0.01,7,0
131,1014,64,Delhi,Beauty,UPI,8822.22,0.3,1,0
132,1812,33,Mumbai,Clothing,NetBanking,5154.88,0.14,1,0
133,1064,59,Bangalore,Electronics,NetBanking,13801.38,0.17,6,0
134,1856,47,Hyderabad,Clothing,NetBanking,14904.68,0.18,7,0
135,1838,33,Hyderabad,Clothing,NetBanking,3761.95,0.24,6,0
136,1520,29,Mumbai,Home,Card,18306.0,0.24,5,1
137,1343,34,Mumbai,Beauty,UPI,15072.72,0.06,6,0
138,1128,33,Chennai,Clothing,Wallet,18680.83,0.07,3,1
139,1647,29,Bangalore,Electronics,NetBanking,6478.05,0.26,9,0
140,1471,25,Mumbai,Sports,NetBanking,18798.83,0.25,5,0
141,1062,37,Chennai,Clothing,Wallet,7496.65,0.19,2,0
142,1138,20,Chennai,Beauty,Wallet,1268.6,0.3,7,0
143,1498,33,Mumbai,Home,NetBanking,15306.79,0.22,3,0
144,1592,47,Hyderabad,Electronics,Wallet,14129.46,0.06,1,1
145,1391,62,Bangalore,Home,Wallet,12038.64,0.25,3,1
146,1674,40,Bangalore,Sports,Card,9899.9,0.12,9,1
147,1418,45,Hyderabad,Clothing,Wallet,836.87,0.01,5,0
148,1288,57,Mumbai,Clothing,UPI,12567.03,0.1,7,1
149,1378,22,Bangalore,Beauty,UPI,8453.33,0.23,3,0
150,1772,37,Mumbai,Clothing,UPI,11292.15,0.29,4,1
151,1489,57,Mumbai,Electronics,NetBanking,8700.56,0.08,1,0
152,1230,61,Chennai,Sports,UPI,19327.91,0.07,3,0
153,1040,18,Hyderabad,Home,Card,12161.36,0.17,7,1
154,1027,47,Mumbai,Sports,UPI,15034.88,0.24,4,1
155,1134,38,Delhi,Clothing,NetBanking,18739.67,0.22,2,0
156,1200,37,Hyderabad,Home,Card,11913.67,0.17,5,0
157,1839,23,Bangalore,Beauty,UPI,438.84,0.19,5,0
158,1779,39,Chennai,Sports,Card,878.98,0.07,2,0
159,1929,35,Bangalore,Home,Card,14106.3,0.13,6,0
160,1032,25,Bangalore,Home,NetBanking,5725.89,0.08,4,0
161,1047,56,Hyderabad,Home,NetBanking,11671.72,0.27,1,0
162,1502,49,Bangalore,Electronics,Card,4205.09,0.03,3,0
163,1406,50,Mumbai,Sports,UPI,5550.93,0.2,9,0
164,1573,33,Bangalore,Home,NetBanking,10191.89,0.08,7,0
165,1727,29,Chennai,Sports,Card,19516.28,0.14,6,0
166,1804,55,Chennai,Home,Wallet,12402.16,0.09,1,0
167,1098,51,Delhi,Beauty,Wallet,18735.73,0.1,9,0
168,1683,31,Chennai,Beauty,NetBanking,19195.72,0.08,9,0
169,1871,53,Bangalore,Beauty,UPI,4320.58,0.23,1,0
170,1725,50,Chennai,Clothing,Wallet,6361.63,0.11,6,0
171,1986,40,Hyderabad,Home,Wallet,15445.85,0.22,7,0
172,1546,62,Chennai,Clothing,Wallet,17361.93,0.14,2,0
173,1960,19,Mumbai,Sports,UPI,10480.69,0.16,8,1
174,1738,58,Hyderabad,Clothing,UPI,19865.88,0.16,8,0
175,1612,38,Delhi,Sports,NetBanking,429.13,0.29,6,0
176,1942,19,Mumbai,Sports,NetBanking,6131.93,0.11,9,0
177,1461,44,Bangalore,Sports,Wallet,12538.6,0.06,3,0
178,1642,26,Bangalore,Clothing,UPI,9491.94,0.27,2,0
179,1768,18,Bangalore,Home,Card,2508.74,0.05,2,0
180,1004,28,Mumbai,Clothing,Wallet,7482.18,0.25,6,0
181,1217,20,Mumbai,Home,NetBanking,703.85,0.05,7,0
182,1502,40,Mumbai,Home,UPI,12926.37,0.2,6,0
183,1766,43,Hyderabad,Sports,NetBanking,17876.3,0.05,3,0
184,1397,21,Hyderabad,Clothing,NetBanking,17720.51,0.28,5,0
185,1870,35,Bangalore,Home,UPI,14050.98,0.17,8,1
186,1794,23,Chennai,Beauty,Wallet,9422.25,0.1,6,0
187,1392,52,Bangalore,Home,UPI,10338.23,0.04,2,0
188,1206,39,Delhi,Beauty,Wallet,2910.99,0.11,7,0
189,1014,60,Hyderabad,Clothing,NetBanking,6952.14,0.21,8,1
190,1857,32,Mumbai,Clothing,UPI,3917.02,0.12,4,0
191,1553,39,Hyderabad,Clothing,Card,16459.76,0.07,1,0
192,1891,54,Mumbai,Home,Wallet,18312.13,0.17,2,0
193,1460,59,Delhi,Electronics,Card,10831.08,0.13,4,0
194,1690,29,Delhi,Home,Wallet,14609.73,0.05,7,0
195,1574,64,Hyderabad,Home,UPI,2605.0,0.05,2,0
196,1863,59,Mumbai,Sports,Card,12248.99,0.21,6,1
197,1742,55,Delhi,Sports,UPI,14115.26,0.29,2,1
198,1240,35,Bangalore,Home,Wallet,9164.81,0.07,7,0
199,1563,62,Bangalore,Beauty,Wallet,5016.81,0.23,2,1
200,1095,52,Mumbai,Sports,Wallet,17572.02,0.03,3,0
201,1899,47,Hyderabad,Home,Wallet,14909.59,0.11,9,0
202,1733,41,Delhi,Electronics,NetBanking,18017.17,0.15,4,0
203,1484,59,Hyderabad,Beauty,Wallet,16404.37,0.08,5,0
204,1406,47,Bangalore,Clothing,Card,19809.41,0.16,9,0
205,1230,31,Delhi,Home,Wallet,4005.02,0.26,7,0
206,1748,23,Hyderabad,Home,UPI,1917.61,0.28,8,0
207,1654,20,Chennai,Beauty,NetBanking,6872.66,0.03,3,0
208,1170,33,Mumbai,Sports,Card,2754.28,0.08,4,1
209,1540,24,Mumbai,Sports,NetBanking,10557.98,0.29,7,0
210,1035,31,Chennai,Sports,NetBanking,12733.97,0.08,4,1
211,1524,26,Bangalore,Clothing,NetBanking,11650.11,0.21,2,0
212,1159,32,Delhi,Beauty,UPI,5332.95,0.08,6,1
213,1838,38,Mumbai,Beauty,NetBanking,18194.72,0.11,9,0
214,1698,52,Chennai,Sports,NetBanking,619.21,0.06,2,0
215,1242,19,Chennai,Sports,Wallet,7090.66,0.26,1,1
216,1085,44,Bangalore,Electronics,UPI,14436.05,0.26,8,0
217,1795,19,Bangalore,Electronics,Card,15385.19,0.09,1,0
218,1577,52,Hyderabad,Home,Card,8439.15,0.25,1,0
219,1681,35,Mumbai,Home,Card,534.81,0.11,3,0
220,1556,31,Hyderabad,Beauty,UPI,12437.26,0.03,5,1
221,1573,37,Chennai,Beauty,Card,1449.27,0.23,9,0
222,1952,35,Delhi,Clothing,UPI,2335.54,0.18,2,1
223,1645,27,Delhi,Clothing,Wallet,13074.96,0.08,1,0
224,1795,42,Bangalore,Electronics,Wallet,6387.27,0.08,1,0
225,1027,19,Delhi,Home,UPI,7091.0,0.29,8,0
226,1619,42,Delhi,Electronics,Card,9838.78,0.26,2,0
227,1555,50,Delhi,Electronics,UPI,19575.85,0.24,9,0
228,1339,53,Chennai,Home,UPI,19315.76,0.04,9,0
229,1797,48,Delhi,Clothing,NetBanking,8441.97,0.23,2,0
230,1957,31,Delhi,Home,UPI,5456.88,0.06,3,0
231,1330,18,Delhi,Sports,NetBanking,6191.32,0.29,2,0
232,1639,63,Hyderabad,Sports,Wallet,5521.87,0.02,6,0
233,1505,33,Chennai,Sports,NetBanking,10738.47,0.11,7,0
234,1347,63,Bangalore,Beauty,UPI,12215.82,0.13,6,0
235,1472,20,Hyderabad,Clothing,Wallet,9877.83,0.25,3,0
236,1230,52,Mumbai,Clothing,NetBanking,8278.29,0.23,3,0
237,1189,58,Chennai,Beauty,UPI,4383.44,0.11,2,0
238,1224,23,Chennai,Electronics,Wallet,9753.61,0.17,2,0
239,1384,42,Mumbai,Sports,NetBanking,6953.83,0.25,5,0
240,1376,30,Mumbai,Sports,UPI,10923.59,0.01,8,0
241,1282,51,Mumbai,Electronics,UPI,13568.75,0.24,6,1
242,1957,25,Bangalore,Home,Card,12739.58,0.28,9,0
243,1632,38,Delhi,Home,Card,9357.31,0.01,5,0
244,1627,51,Chennai,Clothing,NetBanking,11209.84,0.01,4,0
245,1972,21,Delhi,Beauty,NetBanking,5840.15,0.1,9,0
246,1744,42,Delhi,Clothing,NetBanking,679.96,0.03,5,0
247,1258,32,Mumbai,Home,UPI,12575.39,0.14,1,0
248,1358,21,Bangalore,Electronics,NetBanking,5200.86,0.22,5,0
249,1709,62,Hyderabad,Clothing,UPI,13445.28,0.17,5,0
250,1455,29,Bangalore,Sports,NetBanking,14990.77,0.06,5,0
251,1410,49,Delhi,Sports,UPI,18335.37,0.2,2,0
252,1648,49,Bangalore,Electronics,UPI,19170.83,0.21,6,0
253,1317,45,Mumbai,Home,Card,408.42,0.28,5,0
254,1676,30,Hyderabad,Sports,Wallet,19809.41,0.04,2,0
255,1224,48,Mumbai,Sports,UPI,13723.76,0.21,8,0
256,1818,31,Hyderabad,Beauty,NetBanking,12941.78,0.27,6,0
257,1233,37,Delhi,Clothing,Card,501.22,0.15,3,0
258,1683,35,Hyderabad,Home,NetBanking,17252.42,0.11,9,0
259,1663,46,Hyderabad,Clothing,NetBanking,3080.73,0.05,4,0
260,1974,23,Hyderabad,Home,UPI,16779.14,0.26,3,0
261,1826,49,Bangalore,Sports,UPI,508.14,0.12,7,1
262,1373,46,Bangalore,Beauty,Wallet,12990.09,0.28,8,0
263,1671,60,Delhi,Clothing,UPI,8809.07,0.25,7,0
264,1607,19,Hyderabad,Sports,UPI,4175.18,0.11,1,1
265,1471,40,Chennai,Home,Wallet,2329.72,0.17,1,1
266,1232,36,Delhi,Clothing,NetBanking,8914.53,0.01,5,0
267,1691,48,Hyderabad,Clothing,Wallet,2641.45,0.08,8,0
268,1112,22,Hyderabad,Sports,Wallet,9831.64,0.21,3,0
269,1829,36,Bangalore,Clothing,Wallet,12579.3,0.2,8,0
270,1496,51,Delhi,Beauty,Card,16582.21,0.11,3,1
271,1441,27,Hyderabad,Beauty,NetBanking,13637.26,0.24,4,0
272,1563,42,Hyderabad,Sports,Card,1490.96,0.07,7,0
273,1267,19,Delhi,Home,Card,6287.16,0.14,3,0
274,1509,28,Chennai,Sports,UPI,5901.98,0.14,4,1
275,1806,48,Delhi,Beauty,Wallet,18317.64,0.1,8,1
276,1385,32,Delhi,Electronics,Wallet,17382.08,0.29,4,1
277,1386,26,Chennai,Electronics,Card,7528.93,0.21,9,0
278,1112,40,Delhi,Clothing,UPI,1608.87,0.16,4,0
279,1612,36,Hyderabad,Clothing,UPI,17903.32,0.15,4,0
280,1624,26,Delhi,Electronics,UPI,17786.16,0.05,5,0
281,1951,52,Chennai,Beauty,NetBanking,17123.97,0.11,1,0
282,1080,38,Mumbai,Clothing,Card,16932.62,0.2,7,0
283,1698,26,Delhi,Sports,NetBanking,9709.03,0.28,9,1
284,1112,45,Bangalore,Sports,UPI,3713.15,0.24,9,0
285,1001,63,Hyderabad,Beauty,UPI,9654.26,0.09,1,0
286,1641,24,Hyderabad,Clothing,UPI,9993.04,0.13,6,0
287,1219,33,Bangalore,Sports,Wallet,9900.65,0.02,3,0
288,1565,33,Bangalore,Clothing,Card,10867.7,0.03,4,1
289,1854,50,Delhi,Clothing,Wallet,5301.61,0.14,8,0
290,1996,21,Bangalore,Sports,NetBanking,7451.58,0.16,4,0
291,1735,21,Mumbai,Electronics,Wallet,8796.89,0.08,8,0
292,1224,56,Chennai,Sports,Card,2796.2,0.19,4,0
293,1384,57,Bangalore,Beauty,Wallet,9216.21,0.21,9,0
294,1402,34,Bangalore,Home,UPI,16247.3,0.09,6,0
295,1637,54,Mumbai,Sports,NetBanking,16595.58,0.23,1,0
296,1129,56,Hyderabad,Clothing,NetBanking,8348.96,0.06,2,0
297,1052,46,Hyderabad,Clothing,UPI,10472.4,0.16,7,1
298,1683,53,Delhi,Sports,UPI,866.28,0.24,7,0
299,1729,55,Mumbai,Home,UPI,13553.76,0.16,3,0
300,1671,56,Chennai,Sports,Card,8211.2,0.27,1,1
301,1709,54,Chennai,Home,Wallet,9020.46,0.02,8,0
302,1415,52,Mumbai,Home,NetBanking,17498.72,0.18,7,0
303,1246,24,Chennai,Beauty,Wallet,9344.32,0.17,8,0
304,1835,44,Hyderabad,Clothing,UPI,619.61,0.2,1,0
305,1438,45,Chennai,Clothing,UPI,4704.32,0.25,3,1
306,1202,39,Chennai,Home,Wallet,9617.29,0.22,2,0
307,1183,31,Mumbai,Clothing,NetBanking,8603.05,0.24,1,1
308,1122,24,Mumbai,Electronics,Card,17235.33,0.09,5,0
309,1400,54,Chennai,Home,Wallet,10934.32,0.12,3,0
310,1766,39,Bangalore,Clothing,UPI,13854.79,0.19,8,1
311,1293,22,Mumbai,Electronics,UPI,9492.6,0.17,6,0
312,1279,19,Delhi,Beauty,Card,8905.18,0.29,9,1
313,1836,44,Delhi,Clothing,Wallet,9036.48,0.06,9,0
314,1883,38,Hyderabad,Electronics,Card,8336.25,0.11,6,0
315,1609,55,Chennai,Sports,Card,10863.95,0.17,2,1
316,1197,32,Bangalore,Sports,NetBanking,5158.78,0.26,9,0
317,1981,38,Hyderabad,Electronics,NetBanking,17842.89,0.28,2,1
318,1906,27,Chennai,Home,UPI,6795.09,0.1,3,1
319,1510,40,Mumbai,Home,Wallet,3120.97,0.02,6,1
320,1751,56,Delhi,Clothing,NetBanking,2111.7,0.13,2,0
321,1143,22,Bangalore,Sports,UPI,465.77,0.12,5,0
322,1608,18,Delhi,Home,Wallet,8572.55,0.3,2,1
323,1200,30,Mumbai,Home,UPI,3914.7,0.13,4,0
324,1123,38,Chennai,Sports,NetBanking,628.63,0.09,3,0
325,1186,43,Mumbai,Beauty,UPI,10496.39,0.11,5,1
326,1325,62,Mumbai,Home,Wallet,13663.58,0.12,6,0
327,1463,38,Delhi,Electronics,Wallet,1897.87,0.25,7,1
328,1348,35,Bangalore,Clothing,UPI,9326.23,0.02,8,0
329,1770,54,Mumbai,Home,Wallet,14923.85,0.09,9,0
330,1659,62,Delhi,Home,UPI,19718.98,0.29,4,0
331,1763,49,Bangalore,Beauty,Wallet,13410.37,0.05,4,0
332,1954,53,Chennai,Electronics,UPI,5047.82,0.22,7,0
333,1931,34,Chennai,Clothing,UPI,14387.76,0.11,9,0
334,1402,52,Hyderabad,Home,UPI,12039.0,0.17,2,1
335,1345,28,Delhi,Clothing,Card,4393.63,0.03,6,0
336,1962,38,Bangalore,Sports,Wallet,17051.99,0.09,8,0
337,1510,43,Mumbai,Home,NetBanking,8662.61,0.15,5,0
338,1146,21,Chennai,Home,UPI,19247.16,0.07,5,0
339,1147,51,Bangalore,Sports,Card,14513.44,0.16,8,0
340,1863,35,Delhi,Beauty,NetBanking,12962.35,0.07,1,0
341,1710,57,Hyderabad,Home,UPI,14621.39,0.2,6,0
342,1819,52,Chennai,Clothing,NetBanking,9666.32,0.27,9,0
343,1488,58,Bangalore,Electronics,Card,10203.48,0.03,6,0
344,1928,46,Bangalore,Clothing,NetBanking,17053.91,0.06,7,0
345,1935,46,Bangalore,Beauty,UPI,13682.39,0.25,4,0
346,1639,55,Delhi,Electronics,NetBanking,17965.42,0.19,1,0
347,1550,59,Delhi,Clothing,NetBanking,17838.37,0.02,9,0
348,1337,38,Delhi,Clothing,UPI,19534.5,0.15,6,0
349,1871,59,Mumbai,Sports,Card,14064.25,0.06,3,0
350,1640,30,Bangalore,Beauty,Card,10145.57,0.06,4,0
351,1778,58,Chennai,Sports,NetBanking,3492.97,0.28,6,1
352,1987,34,Delhi,Electronics,Wallet,14166.54,0.23,6,1
353,1952,26,Delhi,Sports,NetBanking,5973.24,0.21,9,0
354,1472,58,Bangalore,Beauty,Wallet,5802.36,0.07,4,1
355,1945,18,Delhi,Home,NetBanking,4918.1,0.04,5,0
356,1150,19,Mumbai,Home,Card,17527.42,0.26,5,0
357,1414,46,Mumbai,Electronics,NetBanking,17385.7,0.0,3,0
358,1989,50,Delhi,Home,NetBanking,12693.21,0.12,2,0
359,1297,27,Bangalore,Sports,Wallet,9565.02,0.08,8,0
360,1610,57,Bangalore,Electronics,Card,13507.87,0.17,9,0
361,1262,38,Bangalore,Beauty,Wallet,12223.14,0.08,9,0
362,1763,45,Hyderabad,Electronics,NetBanking,8431.54,0.09,5,0
363,1143,28,Delhi,Electronics,UPI,7716.69,0.26,9,0
364,1345,51,Bangalore,Clothing,NetBanking,7779.33,0.18,4,0
365,1623,25,Mumbai,Clothing,NetBanking,11864.84,0.04,2,1
366,1571,39,Chennai,Electronics,Wallet,13023.85,0.22,3,0
367,1880,25,Chennai,Home,UPI,9144.49,0.06,1,0
368,1001,32,Bangalore,Clothing,UPI,19380.09,0.13,5,0
369,1896,34,Chennai,Beauty,Wallet,1860.15,0.19,1,0
370,1303,40,Chennai,Sports,Card,7071.53,0.08,1,0
371,1253,41,Hyderabad,Clothing,UPI,8497.68,0.12,7,0
372,1651,62,Mumbai,Electronics,UPI,535.04,0.22,2,0
373,1452,36,Mumbai,Home,Wallet,7426.15,0.28,8,0
374,1036,22,Hyderabad,Sports,Card,5619.46,0.16,6,0
375,1159,49,Hyderabad,Clothing,Card,10219.52,0.0,4,0
376,1008,61,Chennai,Home,NetBanking,6860.93,0.1,9,0
377,1232,18,Delhi,Home,NetBanking,14578.41,0.12,8,0
378,1098,40,Chennai,Home,Wallet,10296.66,0.1,3,0
379,1658,54,Hyderabad,Electronics,Card,2769.29,0.13,3,1
380,1815,25,Mumbai,Beauty,Wallet,15051.21,0.19,4,0
381,1207,30,Chennai,Home,NetBanking,2164.73,0.04,9,0
382,1130,25,Delhi,Sports,Wallet,16813.17,0.08,9,0
383,1403,40,Chennai,Clothing,Wallet,18642.16,0.15,5,0
384,1151,60,Bangalore,Sports,UPI,6584.42,0.09,9,0
385,1053,18,Chennai,Electronics,UPI,18537.62,0.3,6,0
386,1119,62,Hyderabad,Electronics,UPI,15901.56,0.13,8,0
387,1672,41,Mumbai,Sports,NetBanking,18464.23,0.26,8,0
388,1919,52,Mumbai,Beauty,Wallet,13392.15,0.27,7,0
389,1627,41,Hyderabad,Electronics,UPI,4865.75,0.25,4,1
390,1586,34,Bangalore,Electronics,UPI,17911.56,0.01,4,0
391,1624,22,Hyderabad,Sports,UPI,3848.45,0.28,6,0
392,1967,37,Chennai,Electronics,NetBanking,4418.6,0.04,9,0
393,1419,38,Hyderabad,Beauty,NetBanking,5567.05,0.01,7,0
394,1421,57,Hyderabad,Beauty,Wallet,6224.08,0.12,5,0
395,1103,48,Bangalore,Beauty,Wallet,10386.7,0.06,5,0
396,1851,63,Chennai,Clothing,Wallet,14326.46,0.06,8,1
397,1253,53,Delhi,Beauty,UPI,18538.92,0.09,6,0
398,1226,28,Delhi,Beauty,Card,1951.06,0.07,1,0
399,1111,32,Mumbai,Clothing,NetBanking,19096.51,0.21,1,0
400,1509,36,Hyderabad,Home,UPI,18442.19,0.06,9,0
